Customer ID,Customer Name,Customer Email,Phone Number,Product ID,Product Name,Purchase Date,Quantity,Price per Unit,Total Price,Payment Method,Shipping Address,Feedback Score,Discount Applied,Transaction Status,Purchase Type
136,Michael Jones,dgarrett@hotmail.com,241.107.7959x7743,105,Rag Type E,2024-02-27,6,7.0,42.0,Cash,"98024 Paul Mills Apt. 970, Hartchester, VA 90984",4,0,Successful,In-store
137,Randall Foster,christopher61@gray.com,425-047-7812,102,Rag Type B,2024-03-27,15,3.5,52.5,Credit Card,"89466 Brittney Crossing, West John, ND 45269",1,0,Successful,Online
138,Mr. John Scott,rioschristopher@cole.com,184-714-6812x71635,101,Rag Type A,2024-07-11,14,5.0,70.0,Credit Card,"945 Kathleen Pass Apt. 450, West James, NH 30165",4,5%,Failed,In-store
139,Cassandra Livingston,cynthia60@hotmail.com,001-071-967-6403x46811,104,Rag Type D,2024-02-13,19,4.75,90.25,PayPal,"463 Gregory Overpass, East Johnmouth, NH 61005",2,5%,Failed,Online
140,Erika Ellis,hhawkins@gutierrez.com,+1-588-675-6239x92150,104,Rag Type D,2024-02-27,15,4.75,71.25,Cash,"12028 Campbell Skyway, Cynthiaview, OR 34972",2,0,Failed,Online
141,John Young,martincindy@gmail.com,3454871846,104,Rag Type D,2024-05-17,1,4.75,4.75,Cash,"Unit 5987 Box 3404, DPO AE 31323",4,10%,Successful,Online
142,Shannon Lopez,hortonkimberly@hotmail.com,001-408-824-6617,104,Rag Type D,2024-06-27,16,4.75,76.0,PayPal,"PSC 0556, Box 8461, APO AE 53177",3,15%,Failed,In-store
143,Erika Johnson,timothy56@gmail.com,(715)399-9728,101,Rag Type A,2024-05-15,20,5.0,100.0,Cash,"13714 Darlene Cliff Apt. 035, Thomasborough, AZ 70254",3,5%,Failed,In-store
144,Chad Barnett,heatherjackson@yahoo.com,465.698.6543x54243,104,Rag Type D,2024-02-29,13,4.75,61.75,Credit Card,"529 Kara Field Suite 513, Williamstad, MO 95805",5,10%,Failed,In-store
145,Shelby Anderson,esingh@hotmail.com,001-478-582-5324x64754,103,Rag Type C,2024-07-15,6,6.25,37.5,Credit Card,"77443 Barry Ridges, Grayfurt, TX 40526",4,15%,Successful,Online
146,Gregory Scott,abrock@cameron.info,+1-707-811-5126x403,102,Rag Type B,2024-02-15,5,3.5,17.5,Credit Card,"0781 Amy Extensions, Wilsonfort, MT 54816",3,5%,Failed,Online
147,Lacey Hicks,thomas39@hotmail.com,891-478-0329,103,Rag Type C,2024-07-01,15,6.25,93.75,Credit Card,"85926 Mejia Loaf Suite 598, Harrisberg, MN 94520",1,15%,Failed,Online
148,Sabrina Washington,scott94@neal.info,001-918-906-0306,103,Rag Type C,2024-09-17,2,6.25,12.5,PayPal,"80376 Jenkins Ford Apt. 436, East Jeremyburgh, MA 84679",1,10%,Failed,Online
149,Raven Fernandez,donaldbrooks@gmail.com,818-106-3726x7485,105,Rag Type E,2024-02-19,4,7.0,28.0,Credit Card,"87654 Bryan Row Suite 252, Melendezburgh, TX 93759",4,5%,Failed,In-store
150,Alexis Steele,gutierrezcolleen@yahoo.com,202.830.5484x82801,103,Rag Type C,2024-07-09,8,6.25,50.0,PayPal,"49665 Michael Lane, New Cynthiachester, GA 09118",5,0,Failed,Online
